"name"	"description"	"page"
"1530"	"eburgeri_homolog_orthology_type"	"Hagfish homology type"	"homologs"
"1531"	"eburgeri_homolog_perc_id"	"%id. target Hagfish gene identical to query gene"	"homologs"
"1532"	"eburgeri_homolog_perc_id_r1"	"%id. query gene identical to target Hagfish gene"	"homologs"
"1533"	"eburgeri_homolog_wga_coverage"	"Hagfish Whole-genome alignment coverage"	"homologs"
"1534"	"eburgeri_homolog_orthology_confidence"	"Hagfish orthology confidence [0 low, 1 high]"	"homologs"
"1535"	"eeuropaeus_homolog_ensembl_gene"	"Hedgehog gene stable ID"	"homologs"
"1536"	"eeuropaeus_homolog_associated_gene_name"	"Hedgehog gene name"	"homologs"
"1537"	"eeuropaeus_homolog_ensembl_peptide"	"Hedgehog protein or transcript stable ID"	"homologs"
"1538"	"eeuropaeus_homolog_chromosome"	"Hedgehog chromosome/scaffold name"	"homologs"
"1539"	"eeuropaeus_homolog_chrom_start"	"Hedgehog chromosome/scaffold start (bp)"	"homologs"
"1540"	"eeuropaeus_homolog_chrom_end"	"Hedgehog chromosome/scaffold end (bp)"	"homologs"
"1541"	"eeuropaeus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1542"	"eeuropaeus_homolog_subtype"	"Last common ancestor with Hedgehog"	"homologs"
"1543"	"eeuropaeus_homolog_orthology_type"	"Hedgehog homology type"	"homologs"
"1544"	"eeuropaeus_homolog_perc_id"	"%id. target Hedgehog gene identical to query gene"	"homologs"
"1545"	"eeuropaeus_homolog_perc_id_r1"	"%id. query gene identical to target Hedgehog gene"	"homologs"
"1546"	"eeuropaeus_homolog_goc_score"	"Hedgehog Gene-order conservation score"	"homologs"
"1547"	"eeuropaeus_homolog_wga_coverage"	"Hedgehog Whole-genome alignment coverage"	"homologs"
"1548"	"eeuropaeus_homolog_orthology_confidence"	"Hedgehog orthology confidence [0 low, 1 high]"	"homologs"
"1549"	"ecaballus_homolog_ensembl_gene"	"Horse gene stable ID"	"homologs"
"1550"	"ecaballus_homolog_associated_gene_name"	"Horse gene name"	"homologs"
"1551"	"ecaballus_homolog_ensembl_peptide"	"Horse protein or transcript stable ID"	"homologs"
"1552"	"ecaballus_homolog_chromosome"	"Horse chromosome/scaffold name"	"homologs"
"1553"	"ecaballus_homolog_chrom_start"	"Horse chromosome/scaffold start (bp)"	"homologs"
"1554"	"ecaballus_homolog_chrom_end"	"Horse chromosome/scaffold end (bp)"	"homologs"
"1555"	"ecaballus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1556"	"ecaballus_homolog_subtype"	"Last common ancestor with Horse"	"homologs"
"1557"	"ecaballus_homolog_orthology_type"	"Horse homology type"	"homologs"
"1558"	"ecaballus_homolog_perc_id"	"%id. target Horse gene identical to query gene"	"homologs"
"1559"	"ecaballus_homolog_perc_id_r1"	"%id. query gene identical to target Horse gene"	"homologs"
"1560"	"ecaballus_homolog_goc_score"	"Horse Gene-order conservation score"	"homologs"
"1561"	"ecaballus_homolog_wga_coverage"	"Horse Whole-genome alignment coverage"	"homologs"
"1562"	"ecaballus_homolog_orthology_confidence"	"Horse orthology confidence [0 low, 1 high]"	"homologs"
"1563"	"hhucho_homolog_ensembl_gene"	"Huchen gene stable ID"	"homologs"
"1564"	"hhucho_homolog_associated_gene_name"	"Huchen gene name"	"homologs"
"1565"	"hhucho_homolog_ensembl_peptide"	"Huchen protein or transcript stable ID"	"homologs"
"1566"	"hhucho_homolog_chromosome"	"Huchen chromosome/scaffold name"	"homologs"
"1567"	"hhucho_homolog_chrom_start"	"Huchen chromosome/scaffold start (bp)"	"homologs"
"1568"	"hhucho_homolog_chrom_end"	"Huchen chromosome/scaffold end (bp)"	"homologs"
"1569"	"hhucho_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1570"	"hhucho_homolog_subtype"	"Last common ancestor with Huchen"	"homologs"
"1571"	"hhucho_homolog_orthology_type"	"Huchen homology type"	"homologs"
"1572"	"hhucho_homolog_perc_id"	"%id. target Huchen gene identical to query gene"	"homologs"
"1573"	"hhucho_homolog_perc_id_r1"	"%id. query gene identical to target Huchen gene"	"homologs"
"1574"	"hhucho_homolog_goc_score"	"Huchen Gene-order conservation score"	"homologs"
"1575"	"hhucho_homolog_wga_coverage"	"Huchen Whole-genome alignment coverage"	"homologs"
"1576"	"hhucho_homolog_orthology_confidence"	"Huchen orthology confidence [0 low, 1 high]"	"homologs"
"1577"	"bihybrid_homolog_ensembl_gene"	"Hybrid - Bos Indicus gene stable ID"	"homologs"
"1578"	"bihybrid_homolog_associated_gene_name"	"Hybrid - Bos Indicus gene name"	"homologs"
"1579"	"bihybrid_homolog_ensembl_peptide"	"Hybrid - Bos Indicus protein or transcript stable ID"	"homologs"
"1580"	"bihybrid_homolog_chromosome"	"Hybrid - Bos Indicus chromosome/scaffold name"	"homologs"
"1581"	"bihybrid_homolog_chrom_start"	"Hybrid - Bos Indicus chromosome/scaffold start (bp)"	"homologs"
"1582"	"bihybrid_homolog_chrom_end"	"Hybrid - Bos Indicus chromosome/scaffold end (bp)"	"homologs"
"1583"	"bihybrid_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1584"	"bihybrid_homolog_subtype"	"Last common ancestor with Hybrid - Bos Indicus"	"homologs"
"1585"	"bihybrid_homolog_orthology_type"	"Hybrid - Bos Indicus homology type"	"homologs"
"1586"	"bihybrid_homolog_perc_id"	"%id. target Hybrid - Bos Indicus gene identical to query gene"	"homologs"
"1587"	"bihybrid_homolog_perc_id_r1"	"%id. query gene identical to target Hybrid - Bos Indicus gene"	"homologs"
"1588"	"bihybrid_homolog_goc_score"	"Hybrid - Bos Indicus Gene-order conservation score"	"homologs"
"1589"	"bihybrid_homolog_wga_coverage"	"Hybrid - Bos Indicus Whole-genome alignment coverage"	"homologs"
"1590"	"bihybrid_homolog_orthology_confidence"	"Hybrid - Bos Indicus orthology confidence [0 low, 1 high]"	"homologs"
"1591"	"pcapensis_homolog_ensembl_gene"	"Hyrax gene stable ID"	"homologs"
"1592"	"pcapensis_homolog_associated_gene_name"	"Hyrax gene name"	"homologs"
"1593"	"pcapensis_homolog_ensembl_peptide"	"Hyrax protein or transcript stable ID"	"homologs"
"1594"	"pcapensis_homolog_chromosome"	"Hyrax chromosome/scaffold name"	"homologs"
"1595"	"pcapensis_homolog_chrom_start"	"Hyrax chromosome/scaffold start (bp)"	"homologs"
"1596"	"pcapensis_homolog_chrom_end"	"Hyrax chromosome/scaffold end (bp)"	"homologs"
"1597"	"pcapensis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1598"	"pcapensis_homolog_subtype"	"Last common ancestor with Hyrax"	"homologs"
"1599"	"pcapensis_homolog_orthology_type"	"Hyrax homology type"	"homologs"
"1600"	"pcapensis_homolog_perc_id"	"%id. target Hyrax gene identical to query gene"	"homologs"
"1601"	"pcapensis_homolog_perc_id_r1"	"%id. query gene identical to target Hyrax gene"	"homologs"
"1602"	"pcapensis_homolog_goc_score"	"Hyrax Gene-order conservation score"	"homologs"
"1603"	"pcapensis_homolog_wga_coverage"	"Hyrax Whole-genome alignment coverage"	"homologs"
"1604"	"pcapensis_homolog_orthology_confidence"	"Hyrax orthology confidence [0 low, 1 high]"	"homologs"
"1605"	"nnaja_homolog_ensembl_gene"	"Indian cobra gene stable ID"	"homologs"
"1606"	"nnaja_homolog_associated_gene_name"	"Indian cobra gene name"	"homologs"
"1607"	"nnaja_homolog_ensembl_peptide"	"Indian cobra protein or transcript stable ID"	"homologs"
"1608"	"nnaja_homolog_chromosome"	"Indian cobra chromosome/scaffold name"	"homologs"
"1609"	"nnaja_homolog_chrom_start"	"Indian cobra chromosome/scaffold start (bp)"	"homologs"
"1610"	"nnaja_homolog_chrom_end"	"Indian cobra chromosome/scaffold end (bp)"	"homologs"
"1611"	"nnaja_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1612"	"nnaja_homolog_subtype"	"Last common ancestor with Indian cobra"	"homologs"
"1613"	"nnaja_homolog_orthology_type"	"Indian cobra homology type"	"homologs"
"1614"	"nnaja_homolog_perc_id"	"%id. target Indian cobra gene identical to query gene"	"homologs"
"1615"	"nnaja_homolog_perc_id_r1"	"%id. query gene identical to target Indian cobra gene"	"homologs"
"1616"	"nnaja_homolog_goc_score"	"Indian cobra Gene-order conservation score"	"homologs"
"1617"	"nnaja_homolog_wga_coverage"	"Indian cobra Whole-genome alignment coverage"	"homologs"
"1618"	"nnaja_homolog_orthology_confidence"	"Indian cobra orthology confidence [0 low, 1 high]"	"homologs"
"1619"	"omelastigma_homolog_ensembl_gene"	"Indian medaka gene stable ID"	"homologs"
"1620"	"omelastigma_homolog_associated_gene_name"	"Indian medaka gene name"	"homologs"
"1621"	"omelastigma_homolog_ensembl_peptide"	"Indian medaka protein or transcript stable ID"	"homologs"
"1622"	"omelastigma_homolog_chromosome"	"Indian medaka chromosome/scaffold name"	"homologs"
"1623"	"omelastigma_homolog_chrom_start"	"Indian medaka chromosome/scaffold start (bp)"	"homologs"
"1624"	"omelastigma_homolog_chrom_end"	"Indian medaka chromosome/scaffold end (bp)"	"homologs"
"1625"	"omelastigma_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1626"	"omelastigma_homolog_subtype"	"Last common ancestor with Indian medaka"	"homologs"
"1627"	"omelastigma_homolog_orthology_type"	"Indian medaka homology type"	"homologs"
"1628"	"omelastigma_homolog_perc_id"	"%id. target Indian medaka gene identical to query gene"	"homologs"
"1629"	"omelastigma_homolog_perc_id_r1"	"%id. query gene identical to target Indian medaka gene"	"homologs"
"1630"	"omelastigma_homolog_goc_score"	"Indian medaka Gene-order conservation score"	"homologs"
"1631"	"omelastigma_homolog_wga_coverage"	"Indian medaka Whole-genome alignment coverage"	"homologs"
"1632"	"omelastigma_homolog_orthology_confidence"	"Indian medaka orthology confidence [0 low, 1 high]"	"homologs"
"1633"	"olatipes_homolog_ensembl_gene"	"Japanese medaka HdrR gene stable ID"	"homologs"
"1634"	"olatipes_homolog_associated_gene_name"	"Japanese medaka HdrR gene name"	"homologs"
"1635"	"olatipes_homolog_ensembl_peptide"	"Japanese medaka HdrR protein or transcript stable ID"	"homologs"
"1636"	"olatipes_homolog_chromosome"	"Japanese medaka HdrR chromosome/scaffold name"	"homologs"
"1637"	"olatipes_homolog_chrom_start"	"Japanese medaka HdrR chromosome/scaffold start (bp)"	"homologs"
"1638"	"olatipes_homolog_chrom_end"	"Japanese medaka HdrR chromosome/scaffold end (bp)"	"homologs"
"1639"	"olatipes_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1640"	"olatipes_homolog_subtype"	"Last common ancestor with Japanese medaka HdrR"	"homologs"
"1641"	"olatipes_homolog_orthology_type"	"Japanese medaka HdrR homology type"	"homologs"
"1642"	"olatipes_homolog_perc_id"	"%id. target Japanese medaka HdrR gene identical to query gene"	"homologs"
"1643"	"olatipes_homolog_perc_id_r1"	"%id. query gene identical to target Japanese medaka HdrR gene"	"homologs"
"1644"	"olatipes_homolog_goc_score"	"Japanese medaka HdrR Gene-order conservation score"	"homologs"
"1645"	"olatipes_homolog_wga_coverage"	"Japanese medaka HdrR Whole-genome alignment coverage"	"homologs"
"1646"	"olatipes_homolog_orthology_confidence"	"Japanese medaka HdrR orthology confidence [0 low, 1 high]"	"homologs"
"1647"	"cjaponica_homolog_ensembl_gene"	"Japanese quail gene stable ID"	"homologs"
"1648"	"cjaponica_homolog_associated_gene_name"	"Japanese quail gene name"	"homologs"
"1649"	"cjaponica_homolog_ensembl_peptide"	"Japanese quail protein or transcript stable ID"	"homologs"
"1650"	"cjaponica_homolog_chromosome"	"Japanese quail chromosome/scaffold name"	"homologs"
"1651"	"cjaponica_homolog_chrom_start"	"Japanese quail chromosome/scaffold start (bp)"	"homologs"
"1652"	"cjaponica_homolog_chrom_end"	"Japanese quail chromosome/scaffold end (bp)"	"homologs"
"1653"	"cjaponica_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1654"	"cjaponica_homolog_subtype"	"Last common ancestor with Japanese quail"	"homologs"
"1655"	"cjaponica_homolog_orthology_type"	"Japanese quail homology type"	"homologs"
"1656"	"cjaponica_homolog_perc_id"	"%id. target Japanese quail gene identical to query gene"	"homologs"
"1657"	"cjaponica_homolog_perc_id_r1"	"%id. query gene identical to target Japanese quail gene"	"homologs"
"1658"	"cjaponica_homolog_goc_score"	"Japanese quail Gene-order conservation score"	"homologs"
"1659"	"cjaponica_homolog_wga_coverage"	"Japanese quail Whole-genome alignment coverage"	"homologs"
"1660"	"cjaponica_homolog_orthology_confidence"	"Japanese quail orthology confidence [0 low, 1 high]"	"homologs"
"1661"	"ojavanicus_homolog_ensembl_gene"	"Javanese ricefish gene stable ID"	"homologs"
"1662"	"ojavanicus_homolog_associated_gene_name"	"Javanese ricefish gene name"	"homologs"
"1663"	"ojavanicus_homolog_ensembl_peptide"	"Javanese ricefish protein or transcript stable ID"	"homologs"
"1664"	"ojavanicus_homolog_chromosome"	"Javanese ricefish chromosome/scaffold name"	"homologs"
"1665"	"ojavanicus_homolog_chrom_start"	"Javanese ricefish chromosome/scaffold start (bp)"	"homologs"
"1666"	"ojavanicus_homolog_chrom_end"	"Javanese ricefish chromosome/scaffold end (bp)"	"homologs"
"1667"	"ojavanicus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1668"	"ojavanicus_homolog_subtype"	"Last common ancestor with Javanese ricefish"	"homologs"
"1669"	"ojavanicus_homolog_orthology_type"	"Javanese ricefish homology type"	"homologs"
"1670"	"ojavanicus_homolog_perc_id"	"%id. target Javanese ricefish gene identical to query gene"	"homologs"
"1671"	"ojavanicus_homolog_perc_id_r1"	"%id. query gene identical to target Javanese ricefish gene"	"homologs"
"1672"	"ojavanicus_homolog_goc_score"	"Javanese ricefish Gene-order conservation score"	"homologs"
"1673"	"ojavanicus_homolog_wga_coverage"	"Javanese ricefish Whole-genome alignment coverage"	"homologs"
"1674"	"ojavanicus_homolog_orthology_confidence"	"Javanese ricefish orthology confidence [0 low, 1 high]"	"homologs"
"1675"	"shabroptila_homolog_ensembl_gene"	"Kakapo gene stable ID"	"homologs"
"1676"	"shabroptila_homolog_associated_gene_name"	"Kakapo gene name"	"homologs"
"1677"	"shabroptila_homolog_ensembl_peptide"	"Kakapo protein or transcript stable ID"	"homologs"
"1678"	"shabroptila_homolog_chromosome"	"Kakapo chromosome/scaffold name"	"homologs"
"1679"	"shabroptila_homolog_chrom_start"	"Kakapo chromosome/scaffold start (bp)"	"homologs"
"1680"	"shabroptila_homolog_chrom_end"	"Kakapo chromosome/scaffold end (bp)"	"homologs"
"1681"	"shabroptila_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1682"	"shabroptila_homolog_subtype"	"Last common ancestor with Kakapo"	"homologs"
"1683"	"shabroptila_homolog_orthology_type"	"Kakapo homology type"	"homologs"
"1684"	"shabroptila_homolog_perc_id"	"%id. target Kakapo gene identical to query gene"	"homologs"
"1685"	"shabroptila_homolog_perc_id_r1"	"%id. query gene identical to target Kakapo gene"	"homologs"
"1686"	"shabroptila_homolog_goc_score"	"Kakapo Gene-order conservation score"	"homologs"
"1687"	"shabroptila_homolog_wga_coverage"	"Kakapo Whole-genome alignment coverage"	"homologs"
"1688"	"shabroptila_homolog_orthology_confidence"	"Kakapo orthology confidence [0 low, 1 high]"	"homologs"
"1689"	"dordii_homolog_ensembl_gene"	"Kangaroo rat gene stable ID"	"homologs"
"1690"	"dordii_homolog_associated_gene_name"	"Kangaroo rat gene name"	"homologs"
"1691"	"dordii_homolog_ensembl_peptide"	"Kangaroo rat protein or transcript stable ID"	"homologs"
"1692"	"dordii_homolog_chromosome"	"Kangaroo rat chromosome/scaffold name"	"homologs"
"1693"	"dordii_homolog_chrom_start"	"Kangaroo rat chromosome/scaffold start (bp)"	"homologs"
"1694"	"dordii_homolog_chrom_end"	"Kangaroo rat chromosome/scaffold end (bp)"	"homologs"
"1695"	"dordii_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1696"	"dordii_homolog_subtype"	"Last common ancestor with Kangaroo rat"	"homologs"
"1697"	"dordii_homolog_orthology_type"	"Kangaroo rat homology type"	"homologs"
"1698"	"dordii_homolog_perc_id"	"%id. target Kangaroo rat gene identical to query gene"	"homologs"
"1699"	"dordii_homolog_perc_id_r1"	"%id. query gene identical to target Kangaroo rat gene"	"homologs"
"1700"	"dordii_homolog_goc_score"	"Kangaroo rat Gene-order conservation score"	"homologs"
"1701"	"dordii_homolog_wga_coverage"	"Kangaroo rat Whole-genome alignment coverage"	"homologs"
"1702"	"dordii_homolog_orthology_confidence"	"Kangaroo rat orthology confidence [0 low, 1 high]"	"homologs"
"1703"	"pcinereus_homolog_ensembl_gene"	"Koala gene stable ID"	"homologs"
"1704"	"pcinereus_homolog_associated_gene_name"	"Koala gene name"	"homologs"
"1705"	"pcinereus_homolog_ensembl_peptide"	"Koala protein or transcript stable ID"	"homologs"
"1706"	"pcinereus_homolog_chromosome"	"Koala chromosome/scaffold name"	"homologs"
"1707"	"pcinereus_homolog_chrom_start"	"Koala chromosome/scaffold start (bp)"	"homologs"
"1708"	"pcinereus_homolog_chrom_end"	"Koala chromosome/scaffold end (bp)"	"homologs"
"1709"	"pcinereus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1710"	"pcinereus_homolog_subtype"	"Last common ancestor with Koala"	"homologs"
"1711"	"pcinereus_homolog_orthology_type"	"Koala homology type"	"homologs"
"1712"	"pcinereus_homolog_perc_id"	"%id. target Koala gene identical to query gene"	"homologs"
"1713"	"pcinereus_homolog_perc_id_r1"	"%id. query gene identical to target Koala gene"	"homologs"
"1714"	"pcinereus_homolog_goc_score"	"Koala Gene-order conservation score"	"homologs"
"1715"	"pcinereus_homolog_wga_coverage"	"Koala Whole-genome alignment coverage"	"homologs"
"1716"	"pcinereus_homolog_orthology_confidence"	"Koala orthology confidence [0 low, 1 high]"	"homologs"
"1717"	"pmarinus_homolog_ensembl_gene"	"Lamprey gene stable ID"	"homologs"
"1718"	"pmarinus_homolog_associated_gene_name"	"Lamprey gene name"	"homologs"
"1719"	"pmarinus_homolog_ensembl_peptide"	"Lamprey protein or transcript stable ID"	"homologs"
"1720"	"pmarinus_homolog_chromosome"	"Lamprey chromosome/scaffold name"	"homologs"
"1721"	"pmarinus_homolog_chrom_start"	"Lamprey chromosome/scaffold start (bp)"	"homologs"
"1722"	"pmarinus_homolog_chrom_end"	"Lamprey chromosome/scaffold end (bp)"	"homologs"
"1723"	"pmarinus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1724"	"pmarinus_homolog_subtype"	"Last common ancestor with Lamprey"	"homologs"
"1725"	"pmarinus_homolog_orthology_type"	"Lamprey homology type"	"homologs"
"1726"	"pmarinus_homolog_perc_id"	"%id. target Lamprey gene identical to query gene"	"homologs"
"1727"	"pmarinus_homolog_perc_id_r1"	"%id. query gene identical to target Lamprey gene"	"homologs"
"1728"	"pmarinus_homolog_wga_coverage"	"Lamprey Whole-genome alignment coverage"	"homologs"
"1729"	"pmarinus_homolog_orthology_confidence"	"Lamprey orthology confidence [0 low, 1 high]"	"homologs"
"1730"	"lcrocea_homolog_ensembl_gene"	"Large yellow croaker gene stable ID"	"homologs"
"1731"	"lcrocea_homolog_associated_gene_name"	"Large yellow croaker gene name"	"homologs"
"1732"	"lcrocea_homolog_ensembl_peptide"	"Large yellow croaker protein or transcript stable ID"	"homologs"
"1733"	"lcrocea_homolog_chromosome"	"Large yellow croaker chromosome/scaffold name"	"homologs"
"1734"	"lcrocea_homolog_chrom_start"	"Large yellow croaker chromosome/scaffold start (bp)"	"homologs"
"1735"	"lcrocea_homolog_chrom_end"	"Large yellow croaker chromosome/scaffold end (bp)"	"homologs"
"1736"	"lcrocea_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1737"	"lcrocea_homolog_subtype"	"Last common ancestor with Large yellow croaker"	"homologs"
"1738"	"lcrocea_homolog_orthology_type"	"Large yellow croaker homology type"	"homologs"
"1739"	"lcrocea_homolog_perc_id"	"%id. target Large yellow croaker gene identical to query gene"	"homologs"
"1740"	"lcrocea_homolog_perc_id_r1"	"%id. query gene identical to target Large yellow croaker gene"	"homologs"
"1741"	"lcrocea_homolog_goc_score"	"Large yellow croaker Gene-order conservation score"	"homologs"
"1742"	"lcrocea_homolog_wga_coverage"	"Large yellow croaker Whole-genome alignment coverage"	"homologs"
"1743"	"lcrocea_homolog_orthology_confidence"	"Large yellow croaker orthology confidence [0 low, 1 high]"	"homologs"
"1744"	"lleishanense_homolog_ensembl_gene"	"Leishan spiny toad gene stable ID"	"homologs"
"1745"	"lleishanense_homolog_associated_gene_name"	"Leishan spiny toad gene name"	"homologs"
"1746"	"lleishanense_homolog_ensembl_peptide"	"Leishan spiny toad protein or transcript stable ID"	"homologs"
"1747"	"lleishanense_homolog_chromosome"	"Leishan spiny toad chromosome/scaffold name"	"homologs"
"1748"	"lleishanense_homolog_chrom_start"	"Leishan spiny toad chromosome/scaffold start (bp)"	"homologs"
"1749"	"lleishanense_homolog_chrom_end"	"Leishan spiny toad chromosome/scaffold end (bp)"	"homologs"
"1750"	"lleishanense_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1751"	"lleishanense_homolog_subtype"	"Last common ancestor with Leishan spiny toad"	"homologs"
"1752"	"lleishanense_homolog_orthology_type"	"Leishan spiny toad homology type"	"homologs"
"1753"	"lleishanense_homolog_perc_id"	"%id. target Leishan spiny toad gene identical to query gene"	"homologs"
"1754"	"lleishanense_homolog_perc_id_r1"	"%id. query gene identical to target Leishan spiny toad gene"	"homologs"
"1755"	"lleishanense_homolog_goc_score"	"Leishan spiny toad Gene-order conservation score"	"homologs"
"1756"	"lleishanense_homolog_wga_coverage"	"Leishan spiny toad Whole-genome alignment coverage"	"homologs"
"1757"	"lleishanense_homolog_orthology_confidence"	"Leishan spiny toad orthology confidence [0 low, 1 high]"	"homologs"
"1758"	"ppardus_homolog_ensembl_gene"	"Leopard gene stable ID"	"homologs"
"1759"	"ppardus_homolog_associated_gene_name"	"Leopard gene name"	"homologs"
"1760"	"ppardus_homolog_ensembl_peptide"	"Leopard protein or transcript stable ID"	"homologs"
"1761"	"ppardus_homolog_chromosome"	"Leopard chromosome/scaffold name"	"homologs"
"1762"	"ppardus_homolog_chrom_start"	"Leopard chromosome/scaffold start (bp)"	"homologs"
"1763"	"ppardus_homolog_chrom_end"	"Leopard chromosome/scaffold end (bp)"	"homologs"
"1764"	"ppardus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1765"	"ppardus_homolog_subtype"	"Last common ancestor with Leopard"	"homologs"
"1766"	"ppardus_homolog_orthology_type"	"Leopard homology type"	"homologs"
"1767"	"ppardus_homolog_perc_id"	"%id. target Leopard gene identical to query gene"	"homologs"
"1768"	"ppardus_homolog_perc_id_r1"	"%id. query gene identical to target Leopard gene"	"homologs"
"1769"	"ppardus_homolog_goc_score"	"Leopard Gene-order conservation score"	"homologs"
"1770"	"ppardus_homolog_wga_coverage"	"Leopard Whole-genome alignment coverage"	"homologs"
"1771"	"ppardus_homolog_orthology_confidence"	"Leopard orthology confidence [0 low, 1 high]"	"homologs"
"1772"	"jjaculus_homolog_ensembl_gene"	"Lesser Egyptian jerboa gene stable ID"	"homologs"
"1773"	"jjaculus_homolog_associated_gene_name"	"Lesser Egyptian jerboa gene name"	"homologs"
"1774"	"jjaculus_homolog_ensembl_peptide"	"Lesser Egyptian jerboa protein or transcript stable ID"	"homologs"
"1775"	"jjaculus_homolog_chromosome"	"Lesser Egyptian jerboa chromosome/scaffold name"	"homologs"
"1776"	"jjaculus_homolog_chrom_start"	"Lesser Egyptian jerboa chromosome/scaffold start (bp)"	"homologs"
"1777"	"jjaculus_homolog_chrom_end"	"Lesser Egyptian jerboa chromosome/scaffold end (bp)"	"homologs"
"1778"	"jjaculus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1779"	"jjaculus_homolog_subtype"	"Last common ancestor with Lesser Egyptian jerboa"	"homologs"
"1780"	"jjaculus_homolog_orthology_type"	"Lesser Egyptian jerboa homology type"	"homologs"
"1781"	"jjaculus_homolog_perc_id"	"%id. target Lesser Egyptian jerboa gene identical to query gene"	"homologs"
"1782"	"jjaculus_homolog_perc_id_r1"	"%id. query gene identical to target Lesser Egyptian jerboa gene"	"homologs"
"1783"	"jjaculus_homolog_goc_score"	"Lesser Egyptian jerboa Gene-order conservation score"	"homologs"
"1784"	"jjaculus_homolog_wga_coverage"	"Lesser Egyptian jerboa Whole-genome alignment coverage"	"homologs"
"1785"	"jjaculus_homolog_orthology_confidence"	"Lesser Egyptian jerboa orthology confidence [0 low, 1 high]"	"homologs"
"1786"	"etelfairi_homolog_ensembl_gene"	"Lesser hedgehog tenrec gene stable ID"	"homologs"
"1787"	"etelfairi_homolog_associated_gene_name"	"Lesser hedgehog tenrec gene name"	"homologs"
"1788"	"etelfairi_homolog_ensembl_peptide"	"Lesser hedgehog tenrec protein or transcript stable ID"	"homologs"
"1789"	"etelfairi_homolog_chromosome"	"Lesser hedgehog tenrec chromosome/scaffold name"	"homologs"
"1790"	"etelfairi_homolog_chrom_start"	"Lesser hedgehog tenrec chromosome/scaffold start (bp)"	"homologs"
"1791"	"etelfairi_homolog_chrom_end"	"Lesser hedgehog tenrec chromosome/scaffold end (bp)"	"homologs"
"1792"	"etelfairi_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1793"	"etelfairi_homolog_subtype"	"Last common ancestor with Lesser hedgehog tenrec"	"homologs"
"1794"	"etelfairi_homolog_orthology_type"	"Lesser hedgehog tenrec homology type"	"homologs"
"1795"	"etelfairi_homolog_perc_id"	"%id. target Lesser hedgehog tenrec gene identical to query gene"	"homologs"
"1796"	"etelfairi_homolog_perc_id_r1"	"%id. query gene identical to target Lesser hedgehog tenrec gene"	"homologs"
"1797"	"etelfairi_homolog_goc_score"	"Lesser hedgehog tenrec Gene-order conservation score"	"homologs"
"1798"	"etelfairi_homolog_wga_coverage"	"Lesser hedgehog tenrec Whole-genome alignment coverage"	"homologs"
"1799"	"etelfairi_homolog_orthology_confidence"	"Lesser hedgehog tenrec orthology confidence [0 low, 1 high]"	"homologs"
"1800"	"pleo_homolog_ensembl_gene"	"Lion gene stable ID"	"homologs"
"1801"	"pleo_homolog_associated_gene_name"	"Lion gene name"	"homologs"
"1802"	"pleo_homolog_ensembl_peptide"	"Lion protein or transcript stable ID"	"homologs"
"1803"	"pleo_homolog_chromosome"	"Lion chromosome/scaffold name"	"homologs"
"1804"	"pleo_homolog_chrom_start"	"Lion chromosome/scaffold start (bp)"	"homologs"
"1805"	"pleo_homolog_chrom_end"	"Lion chromosome/scaffold end (bp)"	"homologs"
"1806"	"pleo_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1807"	"pleo_homolog_subtype"	"Last common ancestor with Lion"	"homologs"
"1808"	"pleo_homolog_orthology_type"	"Lion homology type"	"homologs"
"1809"	"pleo_homolog_perc_id"	"%id. target Lion gene identical to query gene"	"homologs"
"1810"	"pleo_homolog_perc_id_r1"	"%id. query gene identical to target Lion gene"	"homologs"
"1811"	"pleo_homolog_goc_score"	"Lion Gene-order conservation score"	"homologs"
"1812"	"pleo_homolog_wga_coverage"	"Lion Whole-genome alignment coverage"	"homologs"
"1813"	"pleo_homolog_orthology_confidence"	"Lion orthology confidence [0 low, 1 high]"	"homologs"
"1814"	"clanigera_homolog_ensembl_gene"	"Long-tailed chinchilla gene stable ID"	"homologs"
